,label,prob,cleaned_tweet,tweet_id,racist
427,hateful,tensor(0.8086),bitch,1001006772,0
428,hateful,tensor(0.8086),bitch,1001003865,0
429,hateful,tensor(0.8086),bitch,1001006771,0
430,hateful,tensor(0.8086),bitch,1001004630,0
431,hateful,tensor(0.8086),bitch,1001007057,0
432,hateful,tensor(0.8086),bitch,1001006772,0
433,hateful,tensor(0.8086),bitch,1001003865,0
434,hateful,tensor(0.8086),bitch,1001006771,0
435,hateful,tensor(0.8086),bitch,1001004630,0
436,hateful,tensor(0.8086),bitch,1001007057,0
437,hateful,tensor(0.8086),bitch,1001006772,0
438,not-hateful,tensor(0.7882),right so the link would be your trash bin gotcha,1001007110,0
439,hateful,tensor(0.9788),baby girl your pussy looking so vacant,1001008113,0
440,not-hateful,tensor(0.6330),we will not only declare blacklivesmatter but we wont let the forget that blackchurchesmatter sermontweet this past sunday,9.76E+17,0
441,not-hateful,tensor(0.9993),the department of justice will not pursue charges against baltimore officers involved in freddie gray death,9.08E+17,1
442,hateful,tensor(0.9900),rt wish could get drunk tonight but my hoe ass drinkin buddy sick and the other one left,1001017118,0
443,not-hateful,tensor(0.9860),or pollo,1001014052,0
444,not-hateful,tensor(0.9981),just posted video pine tree korean bbq restaurant,6.78801E+17,0
445,hateful,tensor(0.6965),what do you expect from american hating muslim,9.74E+17,0
446,not-hateful,tensor(0.7911),encourage every american who was born in the united states to answer native american on the census where it asks for your nationality your families culture heritage country of origin doesnt make you irish german polish english etc plus it will drive the census bureau crazy,9.81E+17,0
447,not-hateful,tensor(0.9970),could probably live off just mexican and italian food and chips and dip lol,8.25E+17,0
448,hateful,tensor(0.9485),do not care if my nigga has or still taking my ass to work,8.81E+17,0
449,hateful,tensor(0.9911),thatfatesbitch early echoes sucks fates is better thatfatesbitch end of women have rape kink so you can not say it bad,6241,1
450,hateful,tensor(0.8585),so correct healthnightmare coming to town near you migrants sendthemback americafirst,18607,1
451,hateful,tensor(0.9576),do not care even if you cook those illegals for breakfast deportthemall buildthewall illegalaliens nodaca maga trump,2386,1
452,hateful,tensor(0.9695),another black man what does that have to do with anything once monkey always monkey chicago idiot,1001003068,0
453,not-hateful,tensor(0.5239),it what yall have been asking for and now it here the ghetto stiletto week intensive,7.00058E+17,0
454,hateful,tensor(0.9938),rt hate myself for bein so nice to these hoes bro,1001015455,0
455,not-hateful,tensor(0.6565),pay your taxes teabaggers,1001004919,0
456,hateful,tensor(0.9895),jus exsposin hoes on whole different level,1001003828,0
457,hateful,tensor(0.9921),rt think imma patent disposable douche in ketchup type packages bitches can be sanitary and discreet for the hoe on the,1001020476,0
458,hateful,tensor(0.9864),yea thats what thought pussy boy fucking thot,1001003162,0
459,hateful,tensor(0.5912),quebec city terror attack is on trending list behind jason garrett you serious twitter allahu akbar muslimban sagawards probowl,8.26E+17,0
460,not-hateful,tensor(0.5045),acharya have you read the analysis opinion given by our historians to sc wrt ram temple even wtf will be ashamed,6983,0
461,hateful,tensor(0.9890),what is twitter even for lmao this hoe wack af,1001023080,0
462,not-hateful,tensor(0.9794),my guncontrolnow friends how about we apply the same background checks that you want for guns to immigration and voter identification thanks,9.67E+17,0
463,not-hateful,tensor(0.9995),how many followers do you get everyday got in the last day growing daily with,18441,0
464,hateful,tensor(0.9948),rt dumb bitch im singing to you bitch,1001018838,0
465,hateful,tensor(0.9900),rt if preferring to be barefoot makes me basic bitch sign me up do get free mason jar,1001020272,0
466,not-hateful,tensor(0.9474),tweety bird tho,1001000346,0
467,hateful,tensor(0.9866),when bitches be doing too much on twitter,1001002049,0
468,not-hateful,tensor(0.9426),went outside and got mad bc this weather is trash,1001011359,0
469,not-hateful,tensor(0.6299),no rt lmfao those trash tho rt candy corn sirhampton these hard,1001024780,0
470,not-hateful,tensor(0.7389),do not really have feelings but so good at faking it,7455,0
471,not-hateful,tensor(0.7310),rubs hands like bird man,1001002202,0
472,hateful,tensor(0.9901),now they cheating bitch yall defense sad as the fuck rt they about to cheat,1001013824,0
473,hateful,tensor(0.9937),digging hole is very satisfying it climbing out that bitch,1001024250,0
474,hateful,tensor(0.9951),you still fucn ya ex na that bitch corny,1001001738,0
475,not-hateful,tensor(0.9997),this place we re at right now is asian af,8.87E+17,1
476,hateful,tensor(0.9926),know what never mind bitch slut never even liked yuo,8294,0
477,hateful,tensor(0.9829),throw rager on your sweet and everybody bring you presents and cards to my crib bitch you grandma even bought you bday cake ova here,1001022645,0
478,hateful,tensor(0.9890),lmoa high as giraffe pussy,1001004546,0
479,not-hateful,tensor(0.9999),more than migrants pour through new gateway on spanish beaches via,4112,0
480,not-hateful,tensor(0.8732),girl at least you re in nyc tshwarisa ka the caribbean jamaican cuisine in the meantime or head to madibas if you get really des,1.02E+18,0
481,not-hateful,tensor(0.9984),team lunch thai siam restaurant,7.13439E+17,0
482,not-hateful,tensor(0.9993),free english classes and also arabic spanish classes taught by migrants refugees cos integration learning goes both ways,2774,0
483,hateful,tensor(0.9891),after weeks straight of that nigga being you mcm we get it bitch all fucking,1001007716,0
484,hateful,tensor(0.8965),eu how to stop mass migration from africa bring everyone to europe eu idiots destroying europe,18536,1
485,hateful,tensor(0.9895),im bout to stop entertaining niggas bc im bored bc when im not they confused as hell why the vibes aint the same,1.02E+18,0
486,hateful,tensor(0.9927),wish had my dad in my life but the bitch ass nigga still think im not his child lmfaoooo but damn that sad cuh,1001001143,0
487,hateful,tensor(0.9694),this nigga just want my attention,5.91816E+17,0
488,hateful,tensor(0.9986),caaaaaaaan stand niggas like that,6.81296E+17,0
489,hateful,tensor(0.9839),rt who tweeting with last night pussy ass or dick on they breath this morning,1001014917,0
490,hateful,tensor(0.9871),yeah them hoes straight ima grab that light blue pair,1001004431,0
491,hateful,tensor(0.9924),done with all the riff raff bitchin with your bitch assss,1001024270,0
492,hateful,tensor(0.9912),dope in the bag pretty bitch on the side,1001024276,0
493,hateful,tensor(0.9956),rt ll throw cheeseburger at her bitch ass,1001016261,0
494,not-hateful,tensor(0.9651),at indian hills child storage in kansas city ks,6.71341E+17,0
495,hateful,tensor(0.9943),stop sayin you have resting bitch face bitch you just ugly af,5587,1
496,hateful,tensor(0.9530),eat my pussy,1001004933,0
497,hateful,tensor(0.9901),mom you ve been real bitch lately,1001013195,0
498,not-hateful,tensor(0.9994),seeing more interracial couples where the dude is asian thats wassup we need more of that,9.83E+17,0
499,hateful,tensor(0.8431),lay her off and cart her back to india where she can poop in the ganges river next to her dead grand parents,30537231_2,1
500,hateful,tensor(0.9863),soft niggas usually send the hate threw the bitches,1001021461,0
501,not-hateful,tensor(0.9923),guessing the last guy she trusted gave her herpes,7569,0
502,not-hateful,tensor(0.9844),definitely white with burn in the bac wahoo wheat with thai chili lime and ginger photo,5.89637E+17,0
503,hateful,tensor(0.8444),cruel and stupid how could country like jordan whose population is more than of palestinian origin and host to the largest palestinian refugee population outside palestine mil even consider such dumb request this administration is shameless,3805,0
504,hateful,tensor(0.9828),rt is so wise yet so young thank you for listening to me bitch,1001019446,0
505,not-hateful,tensor(0.9840),dragon garden chinese restaurant poor,7.24599E+17,0
506,hateful,tensor(0.6977),this is making my blood boil pay taxes pay into social security did that before my green card like countless other immigrants we pay into fica social security and medicare international students who are here in status then go home never see penny of that money back,18256,0
507,hateful,tensor(0.9924),rt faves rt aint tryna see nigger legs in bikini,1001015908,0
508,hateful,tensor(0.6914),never chancellor trump will hispanics fall in love with the likes of you or your republican party please do not close my twitter account cause disagreed with trump,9.49E+17,0
509,hateful,tensor(0.9816),rt only way want female to cover up if like her the rest of you hoes want to see half naked pics on the tl,1001017069,0
510,hateful,tensor(0.9977),libyan coast guard takes migrants back to africabut spokesman for the council of europe stated that no european ship can bring migrants back to libya because it is contrary to our principles which are to destroyeurope musliminvasion,3835,0
511,hateful,tensor(0.9787),me too is about rape and sexual assault way to make it about yourself you cunt,8895,0
512,not-hateful,tensor(0.9985),israel continues to refuse to allow syrian refugees across the border including those who face persecution from the regime if they return home,1499,0
513,not-hateful,tensor(0.9491),am confused by those worried that era would take away rights for people of color that it would supersede the th amendment this is problem folks if that is the perception,1.00E+18,0
514,not-hateful,tensor(0.9191),after libs help them avoid audit california dmv finds bad voter registrations illegalaliens buildthewall nodaca noamnasty underminesourdemocracy voteredtosaveamerica,3359,1
515,hateful,tensor(0.9329),make sure all my niggas eat like real nigga,5.90545E+17,0
516,hateful,tensor(0.9593),niggas had brawl at whataburger,8.74E+17,0
517,hateful,tensor(0.9871),rt np big nig nig,1001020082,0
518,not-hateful,tensor(0.9999),he been an ambassador for the british asian trust for so long and now he getting publicly recognized and honored for it im so proud,5.88521E+17,0
519,hateful,tensor(0.9950),my eye don got lazy reading and looking at bitches flawged and lie all day,1001024734,0
520,hateful,tensor(0.9844),rt the bigger the hoops the bigger the hoe jerryspringer classic truthhurts,1001018701,0
521,not-hateful,tensor(0.9999),oh my phone is some trash but you knew that,1001005817,0
522,not-hateful,tensor(0.5443),have many dark skin friends that very much like potus trump,9.17E+17,0
523,hateful,tensor(0.9905),cant you see these hoes wont change,1001000022,0
524,hateful,tensor(0.9745),niggas trynna run game seen when was now so try again on somebody else daughter,8.86E+17,0
525,hateful,tensor(0.9955),lmfaoo yu stupid lha bitch been knowing you for about yrs you never had hoe ever,1001002635,0
526,hateful,tensor(0.9908),nasty pay the bills bitch,1001001981,0
527,hateful,tensor(0.9894),you stupid hoe,1001023712,0
528,hateful,tensor(0.9973),my bitch get on my nerves,1001013301,0
529,not-hateful,tensor(0.9949),it was in mosque all the victims were muslim why do you find it hard to believe that white nationalist would be suspect,8.26E+17,1
530,hateful,tensor(0.7850),bout to be chilling in cali this year three more jobs out there and me and the homies got tech convention out here nigga it lit,8.60E+17,0
531,not-hateful,tensor(0.9837),pepsico ceo indra nooyi talked to david rubenstein to talk about what it like to be woman and immigrant in the suite bloomberg tv pepsico ceo indra nooyi talked to david rubenstein,18588,0
532,hateful,tensor(0.9883),keep going in on dese niggas will not stop stop stop,5.88735E+17,0
533,not-hateful,tensor(0.7950),you re nuts if you think democratic voters will not revolt if bail out on government shutdown republicans own the government they will pay for their racist bullshit as long as the democrats do not bail them out bury the gop in their shithole,9.54E+17,0
534,not-hateful,tensor(0.9956),new home and restaurant concealed yard drug tunnel at mexico border,7.12927E+17,0
535,hateful,tensor(0.9613),what mad cunt created masturbating that dude needs high,1001023089,0
536,hateful,tensor(0.9955),in the fashion world urban means stolen from black people its ghetto on us and urban on them haha,1001001495,0
537,not-hateful,tensor(0.5364),rt one man trash is another man wife fact,1001018706,0
538,not-hateful,tensor(0.9872),pepe because his defending was outstanding his tackles were accurate nd he did hos job perfectly in both legs,1001003231,0
539,not-hateful,tensor(0.9996),tedxkakumacamp showed how given stage refugees can shine and how given opportunity they can thrive missed the event catch up with all the inspiring talks here withrefugees,2661,0
540,not-hateful,tensor(0.8799),seems if they dont come up with it its trash nobody outside hollywood knows what ppl will pay to see ha guess those in hw dont,1001006975,0
541,hateful,tensor(0.9943),rt tell your bitch that that nigga now,1001018981,0
542,hateful,tensor(0.5846),on the to be honest stop this rap beef listen my black young brothers white people laughin at us rip pimp,9.67E+17,0
543,not-hateful,tensor(0.5980),she had vibe and nigga started diggin it,5.90235E+17,0
544,hateful,tensor(0.7998),sanders was slave owner he had figure out how to keep blacks in his mind slaves by working at kfc his hid in plain sight white suit and black tie got to remember where read or saw it,1.01E+18,0
545,not-hateful,tensor(0.8987),dont think he did the celestial dragon killed him,1001006918,0
546,hateful,tensor(0.9833),strange how the swedes were once the most peaceful people in the world then the jews make them into liberals who wanted to genocide them selves,30411170_1,1
547,hateful,tensor(0.6347),and still eat animal crackers emabiggestfans,1001011475,0
548,hateful,tensor(0.9891),the big homie drizzy threatening these hoes,1001021983,0
549,not-hateful,tensor(0.9968),whites should learn their heritage and learn about the charles martel and what we owe him to this day,9.17E+17,0
550,hateful,tensor(0.9593),tyler is not shit faggot go listen to some real music,1001003686,0
551,hateful,tensor(0.9487),rt the price of pussy in toronto has now declined to one henessey bottle and quarter pounder combo with large fries,1001020614,0
552,hateful,tensor(0.9948),rt yeah basic bitches are thing but how many straight white men do you know who are all the same and so boring,1001019784,0
553,not-hateful,tensor(0.9999),cuban state tv noticiero headlines september visit by pope francis to the island,5.91045E+17,0
554,not-hateful,tensor(0.9950),the essence of the obama admins immigration policy,8.94E+17,0
555,hateful,tensor(0.9741),wow your fucking lame we all laughing at ya hey fat ass want twinkie and what said made no sense go eat or something,1001004222,0
556,not-hateful,tensor(0.6603),you ever just wanna cut off every single person in your life get on boat and sail into whole new life cause same,7806,0
557,hateful,tensor(0.9932),yall niggas with these bitch ass tendencies can suck dick,5.91642E+17,0
558,not-hateful,tensor(0.9027),please visit today to honor the thousands of victims killed by illegal aliens we are building memorial wall retweethelp buildthatwall in their memory follow,1185,1
559,not-hateful,tensor(0.8063),quite thing for man who hides in cupboard to evade charges of rape to accuse woman of being creepy,19151,0
560,hateful,tensor(0.9936),im boss ass bitch,1001003617,0
561,not-hateful,tensor(0.9991),korean war veterans about to depart for dc to tour war memorials honorflight,8.59E+17,0
562,not-hateful,tensor(0.9931),,5.91676E+17,0
563,not-hateful,tensor(0.9931),,1219,0
564,not-hateful,tensor(0.9931),,5.91676E+17,0
565,not-hateful,tensor(0.9931),,1219,0
566,not-hateful,tensor(0.9799),he then suggested that the united states should instead bring more people from countries like norway whose prime minister he met yesterday you know more white people,9.52E+17,0
567,not-hateful,tensor(0.9999),refugees are like you and me they want many of the same things we all do like safety for their families and promising future for their kids learn more about refugees by downloading our free book things you should know about refugees,2481,0
568,not-hateful,tensor(0.9805),japanese lunch date with my momma japan japanese tokyo tokyocafe kitty smith,7.16062E+17,0
569,not-hateful,tensor(0.8897),swear the people cleaning the office switch what side the trash vs recycling cans are on on purpose to mess with me,1001011211,0
570,hateful,tensor(0.9834),maybe shoulda informed my cousin of my social anxiety before taking me to this over crowded bar on the bright side texas has hott bitches,1001013101,0
571,not-hateful,tensor(0.8402),eli manning just threw his nfl leading th interception of the season lmao trash,1001000242,0
572,not-hateful,tensor(0.8847),african migrants are painting their faces white to stop israel from deporting them write to the and and urge them to intervene immediately and to shut down the israeli embassy in south africa immediately blacklivesmatter,1447,0
573,hateful,tensor(0.9667),so made hey as short cut for pussy lips in ann phone,1001021381,0
574,hateful,tensor(0.9806),barry hoe michelle is walking in now ugly beast she is sotu,1001008166,0
575,hateful,tensor(0.9776),just had to get that out kuz this nigga act like screwed him over and did him dirty and all did was leave liar and cheater,8.72E+17,0
576,hateful,tensor(0.9894),don let this natural hair care shit fool you some of you hoes need perm,1001009052,0
577,hateful,tensor(0.9995),hate black niggas,5.92853E+17,0
578,not-hateful,tensor(0.9994),ve always considered teaching as one of the professions would like to get into but not in neighbourhood like that never kids like that disgust me,12849464_3,1
579,hateful,tensor(0.9896),go utes you got playboy bitches disrespectful players and bunch of spoiled hipsters at your school so cheering for you not,1001009711,0
580,hateful,tensor(0.9751),lifers would not rape this sour faced cunt,6179,1
581,hateful,tensor(0.8935),aka you lot can all shut the fuck up and stop blaming her,9008,0
582,hateful,tensor(0.9932),lmao wack ass rappers stay mad make better music then little bitch rt get on the suck my dick list,1001012819,0
583,hateful,tensor(0.9892),eeeeeeeee you got the hoes,1001004130,0
584,hateful,tensor(0.9886),all bitches all day all the time,1001003981,0
585,hateful,tensor(0.5649),some people hate catholics some people hate jews no one hates us cuz we re americans right dad lol oldmovies gentlemansagreemnt,5.918E+17,0
586,hateful,tensor(0.9867),bumoose ducking those insults like scared white pussy,1001008457,0
587,hateful,tensor(0.9599),right rt idk which one was selling pussy for but thats way too high for them,1001001718,0
588,hateful,tensor(0.9712),slut derogatory term for female who will fuck anyone for free whore derogatory term for someone who fucks for money just sayin,5913,1
589,hateful,tensor(0.9846),rt shout out to the faggots who took million and one selfies on my phone,1001016818,0
590,not-hateful,tensor(0.5007),agree you misha collinsbogus asylum claims illegalaliens peddled by gang members coyotes mex drug cartel are human rights violations to the citizens of the united states of america get in line stop illegalimmigrants,1380,1
591,not-hateful,tensor(0.7080),the fuck is proof in rape case like how do you want us to prove it fuck off,6490,0
592,hateful,tensor(0.9771),lol nah this how real niggas eat em,8.23E+17,0
593,not-hateful,tensor(0.9846),with military members already being stripped of their service to our country and told to go home trump administration plans to limit citizenship for legal immigrants nbc news reports,3791,1
594,not-hateful,tensor(0.7772),black twitter thought the joke was funny shea butter twitter took offense,8.29E+17,0
595,hateful,tensor(0.9848),brooo chinese sounds goooood then hoe rn but my momma making carne con chile so guess gucci with that,1001008425,0
596,hateful,tensor(0.8625),so they could complain about racial profiling sure bloody twats,1001007283,0
597,hateful,tensor(0.9920),ain like them other niggas and ain bout to play no games with uy,5.88476E+17,0
598,hateful,tensor(0.9924),soft niccas usually send the hate thru the bitches jealous instagram niccas hatin on ya pictures,1001021460,0
599,hateful,tensor(0.9608),there were people on here legit saying ronda rousey could have beat up floyd mayweather nigga would have beat the brakes off shorty done read it all,9.35E+17,0
600,not-hateful,tensor(0.7318),so was slavery prohibition and not letting women to vote segregation jim crow laws etc etc can do this all day lol,1001006789,0
601,hateful,tensor(0.9029),got nigga cheesing right now,5.92552E+17,0
602,hateful,tensor(0.9899),be ready to tell bitch shut da fuck up lol,1001010322,0
603,not-hateful,tensor(0.9994),you are spot on because we feed large portions of the earth and have reduced poverty greatly with capitalism there is responsibility we have always allowed migrants to work during the season then go back home this prevents political takeover and welfare stressors,1371,0
604,not-hateful,tensor(0.9966),at nagoya japanese buffet in baton rouge la,5.90698E+17,0
605,hateful,tensor(0.5157),would hate hate to own border property terrifying to see and know that was happening in my backyard hundreds of them in such short time it no wonder they are in iowa corn fields please buildthatwall please for,665,1
606,not-hateful,tensor(0.9988),so beijing new reg on chinese fdi is basically the old catalogue guiding foreign investment which has been scrapped for inbound fdi,9.01E+17,0
607,hateful,tensor(0.9790),love when girls pass up the guys who want something real and to treat them right for the guy who just uses em cuz then they bitch about it,1001011014,0
608,hateful,tensor(0.9840),niggas aint shit,9.93E+17,0
609,hateful,tensor(0.9840),niggas aint shit,9.41E+17,0
610,hateful,tensor(0.9840),niggas aint shit,9.93E+17,0
611,hateful,tensor(0.9840),niggas aint shit,9.41E+17,0
612,hateful,tensor(0.9899),because idk if your still tryna get with her again or not bitch might be,1001008196,0
613,not-hateful,tensor(0.9953),homemade angel food yellow cake with half inch chocolate frosting devil food to die for pecan pie,1001003963,0
614,hateful,tensor(0.9939),rt lil skinny bitch throw ha like frito tecoremix bol,1001015449,0
615,hateful,tensor(0.8499),nigga really told robbery smfh,8.65E+17,0
616,hateful,tensor(0.9934),rt fufu bitch can not do nun for me but break my heart or set me up,1001016316,0
617,hateful,tensor(0.9854),faggot,1001007151,1
618,hateful,tensor(0.9854),faggot,1001005669,1
619,hateful,tensor(0.9854),faggot,1001006204,1
620,hateful,tensor(0.9854),faggot,1001007151,1
621,hateful,tensor(0.9854),faggot,1001005669,1
622,hateful,tensor(0.9854),faggot,1001006204,1
623,hateful,tensor(0.9854),faggot,1001007151,1
624,hateful,tensor(0.9854),faggot,1001005669,1
625,hateful,tensor(0.9854),faggot,1001006204,1
626,not-hateful,tensor(0.9895),capricorn latino overly passionate that putting it in nicer words word,6.83469E+17,1
627,not-hateful,tensor(0.8295),isn that the guy who encourages men to rape women,19080,0
628,hateful,tensor(0.9924),must have pissed this nigga off aha um because he my hoe he acting outta line,1001011048,0
629,not-hateful,tensor(0.8219),depends can you make twitter account where you do not bash so called sjw do not whine that only white people are accused of racism,8.98E+17,1
630,not-hateful,tensor(0.9996),the best part about being me is that ll never be like you,7800,0
631,hateful,tensor(0.6638),bitch looks like spongebob,1001003507,0
632,hateful,tensor(0.8191),ok this is funny proud liberal who wants to end racism calls tim scott an uncle tom lolz lib idiots tcot,1001013904,0
633,hateful,tensor(0.9935),my bad dawg that yo hoe,1001013277,0
634,not-hateful,tensor(0.9809),hungary joins us gets out of un migration compact via great news,2419,0
635,hateful,tensor(0.9711),ain no love for nigga built like me,9.54E+17,0
636,hateful,tensor(0.9965),illegalaliens are robbing americans of retirement who do you think pays for their healthcare and emergency room visits my obamacare costs me per year because of them buildthatwall,4517,1
637,hateful,tensor(0.9925),sweden bars refugees from returning to syria and gives them benefits instead,18544,0
638,hateful,tensor(0.9871),weeknd makes songs for the hoes,1001025166,0
639,hateful,tensor(0.8668),ur seriously fagdo not hate,1001001202,0
640,hateful,tensor(0.9577),tried to find gif of brett butler calling you godless whore but well let just say didn,4786,1
641,hateful,tensor(0.9947),rt if all you gunna do is bitch then take ya ass home,1001014985,0
642,hateful,tensor(0.9929),he does not need those votes if only the right people were in this country he would not need those immigrants votes make america great,9.53E+17,1
643,hateful,tensor(0.5699),socialismkills the elite socialist invenezuela are killing the people buildthatwall voteredtosaveamerica,2052,1
644,hateful,tensor(0.9181),no in the instrumental not retarded,1001007137,0
645,hateful,tensor(0.9922),like it when you call me mcsully like when bad bitches pour honey on my silky body it not even the,1001010950,0
646,hateful,tensor(0.9921),ima shmurda dance in that pussy hoe,1001012079,0
647,hateful,tensor(0.9534),give nigga taste of his own medicine hurt his ego since he wanna play with feelings me,8.18E+17,0
648,hateful,tensor(0.9947),rt and aint got time for bitches gotta keep my mind on my mothafuckin riches,1001015240,0
649,hateful,tensor(0.7085),fort pierce is literally just little old racist people and redneck juice heads that rev their engine at every stop light,9.16E+17,0
650,hateful,tensor(0.9937),every time try to quit smoking some dumb bitch always gotta be fucking annoying and try my patience lmfao,1001024297,0
651,hateful,tensor(0.9677),well your little cunt,1001023045,0
652,hateful,tensor(0.9979),of the female population needs to stop being such bitch,1001001930,0
653,not-hateful,tensor(0.9994),most refugees actually come from normal circumstances america unitednations,318,0
654,hateful,tensor(0.7121),photo giving you that trailer park trash transformthursday ladykimora vegasqueens vegasshowgirls,1001014161,0
655,hateful,tensor(0.9926),rt like said what princess wants princess gets no bitch you re not royalty womensuck,5801,1
656,not-hateful,tensor(0.7944),nah replied to you like did to literally everyone else who called it trash go and check if you do not believe me,1001005705,0
657,hateful,tensor(0.9912),when see you wit my nigga chris think hoe,5.90896E+17,0
658,hateful,tensor(0.9827),ur pussy smell like dumpster juice wow,1001001945,0
659,not-hateful,tensor(0.9880),this job might be great fit for you korean interpreters interpreter bilingual charlotte nc hiring,7.21111E+17,0
660,hateful,tensor(0.9555),wtf nigga why puked,8.87E+17,0
661,hateful,tensor(0.9857),if you re toes ain done you pussy stinks,1001000033,0
662,hateful,tensor(0.9991),he is really on my line singing negro spirituals,1001009997,0
663,hateful,tensor(0.8871),fuck twerking bitch can you cook,1001000177,0
664,not-hateful,tensor(0.9982),at japanese gardens in fort worth tx,6.98622E+17,0
665,not-hateful,tensor(0.9987),taking risk to tell the story of america country and brand built by immigrants my new fav beer,8.27E+17,1
666,hateful,tensor(0.9940),finna get cause bitches in coming at me wrong,1001009365,0
667,hateful,tensor(0.9803),no more snapchat selfies no more instagram selfies no more nothing will not be bad bitch week man what am going to do,1001013717,0
668,hateful,tensor(0.9939),rt fuck no id be gettin swole in there like everyday nigger,1001018875,0
669,hateful,tensor(0.9856),shoulda sent my nigga instead of the whack ass nigga they sent to bills,1.01E+18,0
670,hateful,tensor(0.9941),rt this bitch is too real looooool yaga,1001016353,0
671,hateful,tensor(0.9920),broke bitches on my tl,1001008419,0
672,hateful,tensor(0.9681),know how it feels more than reach out to help immigrant woman who lost her dulles job,2425,0
673,hateful,tensor(0.9875),knew wasnt the only person looking at this nigga tonight like why tf do he look like that,9.69E+17,0
674,hateful,tensor(0.9512),out here worrying about nigga who dont give you what you are asking for but you still wait around wasting your time instead of investing your energy else where imagine lol could never would never be me,9.77E+17,0
675,not-hateful,tensor(0.9089),are you justifying rape because someone just went there,6722,0
676,hateful,tensor(0.9851),cannot fw sensitive ass nigga,8.81E+17,0
677,hateful,tensor(0.9140),we are not losers haters cant stand me hit ya block spend threw on banshee birds like nigga name andy,5.92695E+17,0
678,hateful,tensor(0.9201),cenk the skanks taqiyya was always paper thin he underestimates americans bought into the ugly stupid american,8051,0
679,hateful,tensor(0.9832),look at this little faggot tell her she beautiful as much as you can it ll make her smile,1001012957,1
680,not-hateful,tensor(0.9777),rt if those captcha pictures get any more fuzzy going to need bot to decipher them,1001017872,0
681,hateful,tensor(0.9636),bitch get the fuck off my tl what mean,1001006619,0
682,hateful,tensor(0.9945),lmaooo gasp that bitch all do too much from behind phone,1001012590,0
683,hateful,tensor(0.9950),rt hate when faggots talk shit on here then block me so can not respond bitch will write you letter with my response an,1001018397,1
684,hateful,tensor(0.9923),rt if that nigga santa come to the hood niggas gonna rob him for his sleigh and his ho ho hoes,1001016647,0
685,hateful,tensor(0.9894),cent do not give fuck about these niggas he making bank off this power series,6.88811E+17,1
686,hateful,tensor(0.7060),ve been called whitey honkey cracker mick kraut and whitebread in my day racist no am offended hell no,8.35E+17,1
687,hateful,tensor(0.9922),tired of these ain shit ass nigga,8.19E+17,0
688,not-hateful,tensor(0.7447),then we will create marxist style school system to further dumb them down and reduce them to obedient global citizens,14669086_2,1
689,hateful,tensor(0.6482),that the ghetto joint from friday lls,5.92401E+17,0
690,hateful,tensor(0.8836),none of my niggas gone fold,9.49E+17,0
691,not-hateful,tensor(0.6700),says the woman who votes for rape enabling criminal and supports killing babies,8685,0
692,hateful,tensor(0.9888),don me you bitch,1001009019,0
693,hateful,tensor(0.9944),you and them bitches that you came wit,1001023540,0
694,hateful,tensor(0.9853),awww dis sellout nigguh still talking,1001003117,0
695,hateful,tensor(0.9739),night niggers,1001013697,0
696,not-hateful,tensor(0.9984),found sweet authentic mexican restaurant downtown lincoln ne burrito pitstop el potrero,7.03737E+17,0
697,hateful,tensor(0.9905),you nasty ugly whore no one cares what you think and thebigdump only sucks black dick now so stop trying to suck donthecon dick,5126,1
698,hateful,tensor(0.9991),cause be killin these niggas out here,9.71E+17,0
699,hateful,tensor(0.9716),minus all the retarded poor bots,1001013177,1
700,not-hateful,tensor(0.9985),at mexican restaurant and grill in phoenix az,6.94727E+17,0
701,hateful,tensor(0.9776),lmao does not like the truth but he left comment from someone who quoted me what stupid cunt,7024,0
702,not-hateful,tensor(0.9969),guess ill just trash this drawing because of roster changes,1001001040,0
703,hateful,tensor(0.9900),no am just letting you what going to happen am not like pussy ass niggas from plano,1001006585,0
704,not-hateful,tensor(0.6534),thanks for the jingoistic and spineless response to the nfls new assault on the first amendment you are complicit oh and please at least acknowledge the anthems racism next time you fawn over it,1.00E+18,0
705,hateful,tensor(0.9832),yes bitch do realize dat,1001002955,0
706,hateful,tensor(0.9276),am gonna create youtube video and call nigga tendencies with different african american scenarios in daily life,5.88206E+17,1
707,hateful,tensor(0.9861),what time is your bonfire saturday hoe,1001006572,0
708,hateful,tensor(0.9925),rt bitch,1001018613,0
709,hateful,tensor(0.9925),rt bitch,1001019777,0
710,hateful,tensor(0.9925),rt bitch,1001018613,0
711,hateful,tensor(0.9925),rt bitch,1001019777,0
712,hateful,tensor(0.9908),this bitch mentioned dr ruff done,1001022461,0
713,hateful,tensor(0.9903),exactly dem gold diggin hoes came out da woods on my ass,1001007508,0
714,not-hateful,tensor(0.8940),doug martin trash,1001009087,0
715,hateful,tensor(0.9903),rt pick one the girl behind the bar who ain being hoe,1001014727,0
716,hateful,tensor(0.9877),rt its like the guy that asks for your number and then says you ugly and bitch when you say no,1001015927,0
717,hateful,tensor(0.9469),rt if you play field hockey there good chance you re lesbian,5016,1
718,hateful,tensor(0.9994),mexican black get down over here everyday all really think we would go to such shitty ass state,5.87872E+17,1
719,not-hateful,tensor(0.7788),southcarolina uniform asian adultdating bigtit sexymom skypeme cumslut amature kikme on,8.93E+17,0
720,hateful,tensor(0.9941),bitch do not talk yo shit then say you on papers when bitch trinna get down you straight fag bitch foe dat scary ass hoe,1001008269,0
